date,code,name,amount,cost,middle_cost
2023-01-11,104,갈치,1714.9,40013000,27000.0
2023-01-12,104,갈치,1839.3,48409000,28000.0
2023-01-13,104,갈치,1802.6,45323000,28400.0
2023-01-14,104,갈치,1348.4,31486000,27600.0
2023-01-15,104,갈치,1348.4,31486000,27600.0
2023-01-16,104,갈치,3237.8,74710000,23500.0
2023-01-17,104,갈치,1403.4,28688000,24444.0
2023-01-18,104,갈치,1510.0,38120000,29000.0
2023-01-19,104,갈치,1215.6,32103000,32000.0
2023-01-20,104,갈치,1768.8,50050000,31400.0
2023-01-21,104,갈치,3045.5,62654000,15600.0
2023-01-22,104,갈치,3045.5,62654000,15600.0
2023-01-23,104,갈치,3045.5,62654000,15600.0
2023-01-24,104,갈치,3045.5,62654000,15600.0
2023-01-25,104,갈치,404.0,10466000,27000.0
2023-01-26,104,갈치,674.0,13431000,22485.0
2023-01-27,104,갈치,716.4,16237000,24444.0
2023-01-28,104,갈치,71.0,1810000,25555.0
2023-01-29,104,갈치,71.0,1810000,25555.0
2023-01-30,104,갈치,1043.0,26950000,22500.0
2023-01-31,104,갈치,1461.7,37655000,29400.0
2023-02-01,104,갈치,1430.0,33208000,27200.0
2023-02-02,104,갈치,1884.7,46537000,26000.0
2023-02-03,104,갈치,1637.9,30841000,17250.0
2023-02-04,104,갈치,1371.4,28874000,24600.0
2023-02-05,104,갈치,1371.4,28874000,24600.0
2023-02-06,104,갈치,1359.1,30202000,25000.0
2023-02-07,104,갈치,1720.0,39532000,24000.0
2023-02-08,104,갈치,2095.9,43038000,21800.0
2023-02-09,104,갈치,1035.1,21654000,22200.0
2023-02-10,104,갈치,1261.7,26344000,21516.0
2023-02-11,104,갈치,387.5,8889000,25400.0
2023-02-12,104,갈치,387.5,8889000,25400.0
2023-02-13,104,갈치,2051.4,52316000,27000.0
2023-02-14,104,갈치,1160.1,28256000,25000.0
2023-02-15,104,갈치,1829.0,43523000,26600.0
2023-02-16,104,갈치,472.3,11860000,27000.0
2023-02-17,104,갈치,1265.1,32844000,28200.0
2023-02-18,104,갈치,864.9,23437000,30000.0
2023-02-19,104,갈치,864.9,23437000,30000.0
2023-02-20,104,갈치,1298.1,24941000,15800.0
2023-02-21,104,갈치,1925.3,50264000,27400.0
2023-02-22,104,갈치,1083.1,28540000,28000.0
2023-02-23,104,갈치,1185.0,30359000,27300.0
2023-02-24,104,갈치,1114.5,23021000,17394.0
2023-02-25,104,갈치,1346.3,32709000,17666.5
2023-02-26,104,갈치,1346.3,32709000,17666.5
2023-02-27,104,갈치,2395.3,65071000,17400.0
2023-02-28,104,갈치,1190.2,30118000,28000.0
2023-03-01,104,갈치,1140.4,30690000,28600.0
2023-03-02,104,갈치,1490.2,40685000,30000.0
2023-03-03,104,갈치,943.0,21527000,26000.0
2023-03-04,104,갈치,940.6,23154000,27875.0
2023-03-05,104,갈치,940.6,23154000,27875.0
2023-03-06,104,갈치,785.0,14460000,28888.0
2023-03-07,104,갈치,862.7,16529000,26333.0
2023-03-08,104,갈치,1205.8,26819000,28000.0
2023-03-09,104,갈치,1429.5,33232000,28000.0
2023-03-10,104,갈치,840.4,12977000,13200.0
2023-03-11,104,갈치,1720.7,28780500,15200.0
2023-03-12,104,갈치,1720.7,28780500,15200.0
2023-03-13,104,갈치,1625.9,36852000,26500.0
2023-03-14,104,갈치,1762.3,41838000,26000.0
2023-03-15,104,갈치,1722.0,39408000,26000.0
2023-03-16,104,갈치,631.0,15490000,27900.0
2023-03-17,104,갈치,942.8,26583000,29200.0
2023-03-18,104,갈치,1400.0,35631000,28000.0
2023-03-19,104,갈치,1400.0,35631000,28000.0
2023-03-20,104,갈치,913.4,23003000,32000.0
2023-03-21,104,갈치,923.9,29786000,34000.0
2023-03-22,104,갈치,1418.7,32889000,21500.0
2023-03-23,104,갈치,571.9,16699000,32200.0
2023-03-24,104,갈치,1032.2,18876000,18150.0
2023-03-25,104,갈치,1143.3,30162000,17400.0
2023-03-26,104,갈치,1143.3,30162000,17400.0
2023-03-27,104,갈치,2457.5,44751000,16100.0
2023-03-28,104,갈치,1689.4,49009000,31000.0
2023-03-29,104,갈치,1755.1,49797000,29600.0
2023-03-30,104,갈치,2360.7,47895000,15883.0
2023-03-31,104,갈치,1859.7,45985000,26833.0
2023-04-01,104,갈치,1241.8,31172000,28000.0
2023-04-02,104,갈치,1241.8,31172000,28000.0
2023-04-03,104,갈치,751.5,18222000,21500.0
2023-04-04,104,갈치,1654.3,39782000,26000.0
2023-04-05,104,갈치,886.1,25613000,31400.0
2023-04-06,104,갈치,859.5,25326000,31000.0
2023-04-07,104,갈치,538.0,16560000,32000.0
2023-04-08,104,갈치,285.0,9945000,36000.0
2023-04-09,104,갈치,285.0,9945000,36000.0
2023-04-10,104,갈치,716.0,22707000,42000.0
2023-04-11,104,갈치,1705.1,46924000,18687.5
2023-04-12,104,갈치,1201.2,38065000,35000.0
2023-04-13,104,갈치,1325.3,35508000,19066.5
2023-04-14,104,갈치,1645.5,46214000,17833.0
2023-04-15,104,갈치,1400.9,40123000,30200.0
2023-04-16,104,갈치,1400.9,40123000,30200.0
2023-04-17,104,갈치,1575.8,42086000,26291.5
2023-04-18,104,갈치,608.5,14867000,31736.0
2023-04-19,104,갈치,832.8,23777000,34000.0
2023-04-20,104,갈치,555.9,14779000,29200.0
2023-04-21,104,갈치,1208.7,24815000,34000.0
2023-04-22,104,갈치,1775.6,39985000,17582.5
2023-04-23,104,갈치,1775.6,39985000,17582.5
2023-04-24,104,갈치,1303.1,27687000,28888.0
2023-04-25,104,갈치,903.5,22985000,30200.0
2023-04-26,104,갈치,735.1,23179000,34222.0
2023-04-27,104,갈치,483.7,12306000,31111.0
2023-04-28,104,갈치,1387.9,34409000,34687.0
2023-04-29,104,갈치,1132.9,26968000,33000.0
2023-04-30,104,갈치,1132.9,26968000,33000.0
2023-05-01,104,갈치,1023.1,23480000,39000.0
2023-05-02,104,갈치,555.0,1691000,4800.0
2023-05-03,104,갈치,1458.6,44924000,33500.0
2023-05-04,104,갈치,1204.8,28690000,33625.0
2023-05-05,104,갈치,850.7,20804000,16000.0
2023-05-06,104,갈치,1439.7,40931000,23725.0
2023-05-07,104,갈치,1439.7,40931000,23725.0
2023-05-08,104,갈치,527.0,6235000,20000.0
2023-05-09,104,갈치,1751.9,50070000,34500.0
2023-05-10,104,갈치,949.6,26104000,35750.0
2023-05-11,104,갈치,1191.9,33925000,33090.0
2023-05-12,104,갈치,1514.4,41109000,32000.0
2023-05-13,104,갈치,2443.6,58903000,28600.0
2023-05-14,104,갈치,2443.6,58903000,28600.0
2023-05-15,104,갈치,2024.9,41467500,26000.0
2023-05-16,104,갈치,1782.4,28403000,14000.0
2023-05-17,104,갈치,2111.7,47783000,30000.0
2023-05-18,104,갈치,1019.7,20529000,18416.5
2023-05-19,104,갈치,2560.2,42465000,27000.0
2023-05-20,104,갈치,1505.3,31391500,22222.0
2023-05-21,104,갈치,1505.3,31391500,22222.0
2023-05-22,104,갈치,1221.7,20128000,18750.0
2023-05-23,104,갈치,2417.5,43167000,23875.0
2023-05-24,104,갈치,1965.4,32685000,25000.0
2023-05-25,104,갈치,1309.3,25424500,24000.0
2023-05-26,104,갈치,1318.5,26439000,23492.0
2023-05-27,104,갈치,1930.3,37031000,23600.0
2023-05-28,104,갈치,1930.3,37031000,23600.0
2023-05-29,104,갈치,1595.2,23565000,24722.0
2023-05-30,104,갈치,1695.9,27761200,11706.5
2023-05-31,104,갈치,667.3,12027000,28000.0
2023-06-01,104,갈치,1302.4,27718000,30925.0
2023-06-02,104,갈치,827.6,13198500,25000.0
2023-06-03,104,갈치,1260.7,31243000,31555.0
2023-06-04,104,갈치,1260.7,31243000,31555.0
2023-06-05,104,갈치,1429.4,37408000,37000.0
2023-06-06,104,갈치,2350.8,50013000,26500.0
2023-06-07,104,갈치,1205.7,22342000,25500.0
2023-06-08,104,갈치,1691.2,37862200,27500.0
2023-06-09,104,갈치,1036.5,23419800,22000.0
2023-06-10,104,갈치,1995.9,36456000,21000.0
2023-06-11,104,갈치,1995.9,36456000,21000.0
2023-06-12,104,갈치,2245.5,38366000,28888.0
2023-06-13,104,갈치,1359.6,30303000,28000.0
2023-06-14,104,갈치,1564.0,28290000,26875.0
2023-06-15,104,갈치,1674.1,27970000,15000.0
2023-06-16,104,갈치,1180.3,25417000,28222.0
2023-06-17,104,갈치,1243.7,23872000,29000.0
2023-06-18,104,갈치,1243.7,23872000,29000.0
2023-06-19,104,갈치,2173.2,39680000,24635.5
2023-06-20,104,갈치,1563.5,31302000,28250.0
2023-06-21,104,갈치,1431.6,27648000,25500.0
2023-06-22,104,갈치,1206.3,14699000,24157.0
2023-06-23,104,갈치,1741.3,22448000,22688.0
2023-06-24,104,갈치,1318.6,30060000,28500.0
2023-06-25,104,갈치,1318.6,30060000,28500.0
2023-06-26,104,갈치,1980.4,25283000,28125.0
2023-06-27,104,갈치,1291.6,28160000,30750.0
2023-06-28,104,갈치,1068.6,20081000,29700.0
2023-06-29,104,갈치,1282.8,18680000,33333.0
2023-06-30,104,갈치,1884.0,28683000,28138.5
2023-07-01,104,갈치,1087.9,17202000,32222.0
2023-07-02,104,갈치,1087.9,17202000,32222.0
2023-07-03,104,갈치,1736.6,21656000,16090.0
2023-07-04,104,갈치,1502.1,31392000,27527.5
2023-07-05,104,갈치,1665.4,24834000,25000.0
2023-07-06,104,갈치,786.8,19219000,44598.5
2023-07-07,104,갈치,1249.8,26448000,22500.0
2023-07-08,104,갈치,1542.4,35391000,33300.0
2023-07-09,104,갈치,1542.4,35391000,33300.0
2023-07-10,104,갈치,1821.2,25513000,26375.0
2023-07-11,104,갈치,1753.4,25966000,27875.0
2023-07-12,104,갈치,1387.9,23789000,26625.0
2023-07-13,104,갈치,2122.7,16958000,10000.0
2023-07-14,104,갈치,1832.1,21642000,26750.0
2023-07-15,104,갈치,938.1,14826000,35000.0
2023-07-16,104,갈치,938.1,14826000,35000.0
2023-07-17,104,갈치,949.8,15320000,20000.0
2023-07-18,104,갈치,1413.3,31646000,36500.0
2023-07-20,104,갈치,1178.3,24443000,24772.0
2023-07-21,104,갈치,1621.3,20033000,25714.0
2023-07-22,104,갈치,2109.1,26048000,23333.0
2023-07-24,104,갈치,1822.9,23688000,23500.0
2023-07-25,104,갈치,1991.6,24161000,15125.0
2023-07-26,104,갈치,1837.3,31923000,4500.0
2023-07-27,104,갈치,1686.6,23994000,17655.5
2023-07-28,104,갈치,1176.9,16668000,13095.0
2023-07-29,104,갈치,1176.9,16668000,13095.0
2023-07-30,104,갈치,1176.9,16668000,13095.0
2023-07-31,104,갈치,2752.7,32907000,26000.0
2023-08-01,104,갈치,3136.8,27274500,8750.0
2023-08-02,104,갈치,1568.1,19471000,26666.0
2023-08-03,104,갈치,2829.1,12397000,2750.0
2023-08-04,104,갈치,1091.7,13013000,23375.0
2023-08-05,104,갈치,918.2,18469000,34000.0
2023-08-06,104,갈치,918.2,18469000,34000.0
2023-08-07,104,갈치,1724.8,19928000,14400.0
2023-08-08,104,갈치,944.4,16935000,15625.0
2023-08-09,104,갈치,498.9,14863000,45000.0
2023-08-10,104,갈치,301.5,3569000,18000.0
2023-08-11,104,갈치,301.5,3569000,18000.0
2023-08-12,104,갈치,505.7,4762000,10242.5
2023-08-13,104,갈치,505.7,4762000,10242.5
2023-08-14,104,갈치,1527.9,26620000,27500.0
2023-08-15,104,갈치,2271.1,33859000,32333.0
2023-08-16,104,갈치,3284.5,27652000,7999.5
2023-08-17,104,갈치,2079.3,28158000,4000.0
2023-08-18,104,갈치,1144.9,18274000,15625.0
2023-08-19,104,갈치,2454.9,34517000,13650.0
2023-08-20,104,갈치,2454.9,34517000,13650.0
2023-08-21,104,갈치,1186.4,11412000,9825.0
2023-08-22,104,갈치,2554.0,27663000,2250.0
2023-08-23,104,갈치,2118.1,33459000,12325.0
2023-08-24,104,갈치,2153.5,27397000,3100.0
2023-08-25,104,갈치,1159.1,20499000,18000.0
2023-08-26,104,갈치,1489.5,33518500,2250.0
2023-08-27,104,갈치,1489.5,33518500,2250.0
2023-08-28,104,갈치,2788.1,54056000,19875.0
2023-08-29,104,갈치,2149.3,38280000,10900.0
2023-08-30,104,갈치,1412.1,25669000,14250.0
2023-08-31,104,갈치,2085.7,36162000,10083.0
2023-09-01,104,갈치,2799.7,33405000,3500.0
2023-09-02,104,갈치,1791.0,28832000,15750.0
2023-09-03,104,갈치,1791.0,28832000,15750.0
2023-09-04,104,갈치,2260.2,32679000,15000.0
2023-09-05,104,갈치,3029.7,42717000,17583.0
2023-09-06,104,갈치,2062.1,26982000,12000.0
2023-09-07,104,갈치,1532.0,29128000,25555.0
2023-09-08,104,갈치,1303.6,27448000,6250.0
2023-09-09,104,갈치,2070.7,35506000,12150.0
2023-09-10,104,갈치,2070.7,35506000,12150.0
2023-09-11,104,갈치,3287.2,56441000,16000.0
2023-09-12,104,갈치,2764.3,42031000,11666.5
2023-09-13,104,갈치,3817.9,51248000,3500.0
2023-09-14,104,갈치,3881.9,41996000,11250.0
2023-09-15,104,갈치,2649.2,32366500,12500.0
2023-09-16,104,갈치,3147.8,36985000,12000.0
2023-09-17,104,갈치,3147.8,36985000,12000.0
2023-09-18,104,갈치,3591.0,44659500,14000.0
2023-09-19,104,갈치,3658.1,34727800,7750.0
2023-09-20,104,갈치,2692.5,35159000,2000.0
2023-09-21,104,갈치,2316.0,31426000,4800.0
2023-09-22,104,갈치,1704.5,15863300,10000.0
2023-09-23,104,갈치,2933.1,42263100,11357.0
2023-09-24,104,갈치,2933.1,42263100,11357.0
2023-09-25,104,갈치,3998.3,62692000,17214.0
2023-09-26,104,갈치,2945.4,47139000,10000.0
2023-09-27,104,갈치,4142.6,51453000,9750.0
2023-09-28,104,갈치,2858.2,38645000,4850.0
2023-09-29,104,갈치,2858.2,38645000,4850.0
2023-09-30,104,갈치,2858.2,38645000,4850.0
2023-10-01,104,갈치,2858.2,38645000,4850.0
2023-10-02,104,갈치,871.5,6233000,10607.0
2023-10-03,104,갈치,5125.4,43531600,4250.0
2023-10-04,104,갈치,1309.2,16917000,6500.0
2023-10-05,104,갈치,2023.0,24252000,10125.0
2023-10-06,104,갈치,3307.5,35983500,8700.0
2023-10-07,104,갈치,3277.1,29919010,12857.0
2023-10-08,104,갈치,3277.1,29919010,12857.0
2023-10-09,104,갈치,3467.3,48863000,4500.0
2023-10-10,104,갈치,6123.0,50115700,5800.0
2023-10-11,104,갈치,5718.8,62124000,5000.0
2023-10-12,104,갈치,4502.9,38998000,5500.0
2023-10-13,104,갈치,6604.2,36541400,3500.0
2023-10-14,104,갈치,6293.1,43083700,4500.0
2023-10-15,104,갈치,6293.1,43083700,4500.0
2023-10-16,104,갈치,6370.6,45910000,4350.0
2023-10-17,104,갈치,6077.1,54953000,3775.0
2023-10-18,104,갈치,2177.1,25294500,5200.0
2023-10-19,104,갈치,2604.5,32071800,3750.0
2023-10-20,104,갈치,1799.6,23918000,2500.0
2023-10-21,104,갈치,2120.9,26511500,4500.0
2023-10-22,104,갈치,2120.9,26511500,4500.0
2023-10-23,104,갈치,2851.5,19419500,6000.0
2023-10-24,104,갈치,3559.5,47916000,2500.0
2023-10-25,104,갈치,1946.6,32454000,3150.0
2023-10-26,104,갈치,2370.6,36527100,7000.0
2023-10-27,104,갈치,3523.1,50249500,10000.0
2023-10-28,104,갈치,6869.2,56147000,2250.0
2023-10-29,104,갈치,6869.2,56147000,2250.0
2023-10-30,104,갈치,2834.3,37539000,4250.0
2023-10-31,104,갈치,3336.1,46701000,9500.0
2023-11-01,104,갈치,2971.8,45088000,5000.0
2023-11-02,104,갈치,2197.0,36188000,5500.0
2023-11-03,104,갈치,3522.4,42526600,8000.0
2023-11-04,104,갈치,2256.0,41714000,9000.0
2023-11-05,104,갈치,2256.0,41714000,9000.0
2023-11-06,104,갈치,4509.4,63846000,11666.0
2023-11-07,104,갈치,2058.1,22264000,12000.0
2023-11-08,104,갈치,2692.2,30339000,1350.0
2023-11-09,104,갈치,2222.3,34069500,2750.0
2023-11-10,104,갈치,1278.0,22891000,13000.0
2023-11-11,104,갈치,3606.7,51693500,12250.0
2023-11-12,104,갈치,3606.7,51693500,12250.0
2023-11-13,104,갈치,1568.8,30710000,23000.0
2023-11-14,104,갈치,2159.9,43343000,13500.0
2023-11-15,104,갈치,2101.1,31703000,6500.0
2023-11-16,104,갈치,2196.2,41204500,11000.0
2023-11-17,104,갈치,2100.6,35933800,20000.0
2023-11-18,104,갈치,1325.1,23601000,39000.0
2023-11-19,104,갈치,1325.1,23601000,39000.0
2023-11-20,104,갈치,1169.6,14562000,12222.0
2023-11-21,104,갈치,1695.0,31456000,20000.0
2023-11-22,104,갈치,2987.2,52289000,11700.0
2023-11-23,104,갈치,1976.5,36610000,20000.0
2023-11-24,104,갈치,3223.4,47179000,12500.0
2023-11-25,104,갈치,1467.0,22320000,14050.0
2023-11-26,104,갈치,1467.0,22320000,14050.0
2023-11-27,104,갈치,2182.6,28367800,12000.0
2023-11-28,104,갈치,2837.2,42211000,12200.0
2023-11-29,104,갈치,918.4,16197000,21000.0
2023-11-30,104,갈치,1370.0,22410000,19000.0
2023-12-01,104,갈치,787.8,16259000,19750.0
2023-12-03,104,갈치,787.8,16259000,19750.0
2023-12-04,104,갈치,1682.1,30780000,19950.0
2023-12-05,104,갈치,4244.9,57771000,11000.0
2023-12-06,104,갈치,2223.2,38876000,21400.0
2023-12-07,104,갈치,2293.6,41291000,25500.0
2023-12-08,104,갈치,2055.1,30177000,14100.0
2023-12-09,104,갈치,1973.1,28405000,9527.5
2023-12-10,104,갈치,1973.1,28405000,9527.5
2023-12-11,104,갈치,2289.8,28121000,13600.0
2023-12-12,104,갈치,2495.7,37226000,12250.0
2023-12-13,104,갈치,1880.4,22260000,12500.0
2023-12-14,104,갈치,971.9,13520000,15800.0
2023-12-15,104,갈치,635.7,10811000,19000.0
2023-12-16,104,갈치,1733.4,43686500,22500.0
2023-12-17,104,갈치,1733.4,43686500,22500.0
2023-12-18,104,갈치,1472.1,35700000,29500.0
2023-12-19,104,갈치,968.4,17548000,19000.0
2023-12-20,104,갈치,1301.3,19270000,7000.0
2023-12-21,104,갈치,1457.6,41090000,22000.0
2023-12-22,104,갈치,861.6,21104000,20250.0
2023-12-23,104,갈치,1478.2,40673200,17650.0
2023-12-24,104,갈치,1478.2,40673200,17650.0
2023-12-25,104,갈치,2604.6,67658000,18500.0
2023-12-26,104,갈치,1822.0,44557000,26600.0
2023-12-27,104,갈치,2263.9,51372000,17000.0
2023-12-28,104,갈치,1618.2,36480000,25000.0
2023-12-29,104,갈치,2987.9,59656000,13450.0
2023-12-30,104,갈치,2565.3,47948000,2166.5
2023-12-31,104,갈치,2565.3,47948000,2166.5
2024-01-02,104,갈치,3351.4,68413000,27500.0
2024-01-03,104,갈치,1663.6,32804000,19000.0
2024-01-04,104,갈치,1624.2,28995000,20000.0
2024-01-05,104,갈치,1002.2,21372000,22000.0
2024-01-06,104,갈치,2092.7,41636000,18500.0
2024-01-07,104,갈치,2092.7,41636000,18500.0
2024-01-08,104,갈치,2067.6,41942000,24000.0
2024-01-09,104,갈치,1309.7,23091500,17202.0
2024-01-10,104,갈치,1703.9,32075000,21400.0
2024-01-11,104,갈치,826.6,17126000,22400.0
2024-01-12,104,갈치,1123.1,24364000,17037.0
2024-01-13,104,갈치,1056.7,14718000,9750.0
2024-01-14,104,갈치,1056.7,14718000,9750.0
2024-01-15,104,갈치,1913.7,47261000,20000.0
2024-01-16,104,갈치,1166.6,25104000,17700.0
2024-01-17,104,갈치,1433.6,37508000,28400.0
2024-01-18,104,갈치,1199.3,25782000,14850.0
2024-01-19,104,갈치,1416.6,33891000,15400.0
2024-01-20,104,갈치,1528.8,40372000,17333.0
2024-01-21,104,갈치,1528.8,40372000,17333.0
2024-01-22,104,갈치,2173.5,57317000,15850.0
2024-01-23,104,갈치,649.1,17814000,26538.0
2024-01-24,104,갈치,649.1,17814000,26538.0
2024-01-25,104,갈치,340.0,9074000,27500.0
2024-01-26,104,갈치,340.0,9074000,27500.0
2024-01-27,104,갈치,377.0,18007000,50000.0
2024-01-28,104,갈치,377.0,18007000,50000.0
2024-01-29,104,갈치,2321.0,66876000,31400.0
2024-01-30,104,갈치,2692.8,69104000,27000.0
2024-01-31,104,갈치,1554.9,42942000,31818.0
2024-02-01,104,갈치,3149.5,77154000,26000.0
2024-02-02,104,갈치,1836.0,43525000,27000.0
2024-02-03,104,갈치,2212.2,60391000,29454.0
2024-02-04,104,갈치,2212.2,60391000,29454.0
2024-02-05,104,갈치,3169.5,85007000,17083.0
2024-02-06,104,갈치,2174.6,62274000,29334.0
2024-02-07,104,갈치,2389.0,64693000,30000.0
2024-02-08,104,갈치,404.1,14065000,39000.0
2024-02-09,104,갈치,1670.4,50173000,33000.0
2024-02-10,104,갈치,1670.4,50173000,33000.0
2024-02-11,104,갈치,1670.4,50173000,33000.0
2024-02-12,104,갈치,1670.4,50173000,33000.0
2024-02-13,104,갈치,1670.4,50173000,33000.0
2024-02-14,104,갈치,2031.2,49792000,27829.0
2024-02-15,104,갈치,217.0,6253000,29100.0
2024-02-16,104,갈치,1108.3,25378000,20000.0
2024-02-17,104,갈치,497.7,13558000,30000.0
2024-02-18,104,갈치,497.7,13558000,30000.0
2024-02-19,104,갈치,1906.5,46690000,27200.0
2024-02-20,104,갈치,72.1,1804000,25510.0
2024-02-21,104,갈치,873.3,22381000,27000.0
2024-02-22,104,갈치,472.5,12545000,32000.0
2024-02-23,104,갈치,1002.6,21366000,27136.0
2024-02-24,104,갈치,4.5,85000,18888.0
2024-02-25,104,갈치,4.5,85000,18888.0
2024-02-26,104,갈치,307.8,10067000,33000.0
2024-02-27,104,갈치,519.4,16455000,35000.0
2024-02-28,104,갈치,675.0,18248000,34094.0
2024-02-29,104,갈치,1457.2,37103000,33333.0
2024-03-01,104,갈치,1834.5,57868000,33200.0
2024-03-02,104,갈치,1890.7,46976000,11333.0
2024-03-03,104,갈치,1890.7,46976000,11333.0
2024-03-04,104,갈치,348.0,9169000,25000.0
2024-03-05,104,갈치,264.1,7641000,33500.0
2024-03-06,104,갈치,1523.9,23570000,19634.5
2024-03-07,104,갈치,310.0,8369000,32650.0
2024-03-08,104,갈치,87.1,2295000,24285.0
2024-03-09,104,갈치,173.6,4262000,23777.0
2024-03-10,104,갈치,173.6,4262000,23777.0
2024-03-11,104,갈치,185.6,7344000,42181.5
2024-03-12,104,갈치,900.0,32799000,37200.0
2024-03-13,104,갈치,1052.9,27505000,25000.0
2024-03-14,104,갈치,1320.0,32404000,24166.5
2024-03-15,104,갈치,1586.2,42826000,30000.0
2024-03-16,104,갈치,704.7,23276000,36000.0
2024-03-17,104,갈치,704.7,23276000,36000.0
2024-03-18,104,갈치,1402.6,42444000,32000.0
2024-03-19,104,갈치,1058.6,30476000,32400.0
2024-03-20,104,갈치,684.9,17796000,32608.0
2024-03-21,104,갈치,318.8,7254000,32636.0
2024-03-22,104,갈치,389.0,11893000,31366.5
2024-03-23,104,갈치,278.9,6310000,29729.0
2024-03-24,104,갈치,278.9,6310000,29729.0
2024-03-25,104,갈치,450.0,7005000,15666.0
2024-03-26,104,갈치,190.0,5360000,32085.5
2024-03-27,104,갈치,196.7,3251000,30488.5
2024-03-28,104,갈치,196.7,3251000,30488.5
2024-03-29,104,갈치,196.7,3251000,30488.5
2024-03-30,104,갈치,31.7,1554000,52000.0
2024-03-31,104,갈치,31.7,1554000,52000.0
