sleTy,fshName,creatDate,pc,accmltPc,accmlyYr
산지,광어,2020-08-12,13170.0,13457.0,2045196.0
산지,광어,2020-08-13,14500.0,13501.0,1997265.0
산지,광어,2020-08-14,13393.0,13497.0,1923560.0
산지,광어,2020-08-15,12903.0,13477.0,1918994.0
산지,광어,2020-08-16,12903.0,13477.0,1860193.0
산지,광어,2020-08-17,13382.0,13474.0,1848696.0
산지,광어,2020-08-18,13609.0,13373.0,1847722.0
산지,광어,2020-08-19,13573.0,13379.0,1832610.0
산지,광어,2020-08-20,13269.0,13376.0,1823215.0
산지,광어,2020-08-21,13549.0,13289.0,1995160.0
산지,광어,2020-08-22,13467.0,13294.0,2014473.0
산지,광어,2020-08-23,13467.0,13294.0,2098359.0
산지,광어,2020-08-24,13431.0,13297.0,2069310.0
산지,광어,2020-08-25,13739.0,13308.0,2078528.0
산지,광어,2020-08-26,13623.0,13316.0,2054662.0
산지,광어,2020-08-27,13374.0,13317.0,2044458.0
산지,광어,2020-08-28,13537.0,13537.0,611164.0
산지,광어,2020-08-29,12786.0,13162.0,1176768.0
산지,광어,2020-08-30,12692.0,13005.0,2290442.0
산지,광어,2020-08-31,13105.0,13030.0,2089962.0
산지,광어,2020-09-01,13213.0,13183.0,1698326.0
산지,광어,2020-09-02,10000.0,13054.0,1689749.0
산지,광어,2020-09-03,10000.0,12915.0,1838008.0
산지,광어,2020-09-04,15750.0,13049.0,1793261.0
산지,광어,2020-09-05,13243.0,13058.0,1803447.0
산지,광어,2020-09-06,11700.0,12999.0,1721027.0
산지,광어,2020-09-07,12541.0,12980.0,1671298.0
산지,광어,2020-09-08,10000.0,12869.0,1663958.0
산지,광어,2020-09-09,14000.0,12917.0,1670966.0
산지,광어,2020-09-10,12851.0,12915.0,1676856.0
산지,광어,2020-09-11,13267.0,12927.0,1826499.0
산지,광어,2020-09-12,13119.0,12933.0,1837918.0
산지,광어,2020-09-13,13643.0,12955.0,2029616.0
산지,광어,2020-09-14,13021.0,12957.0,2018500.0
산지,광어,2020-09-15,13021.0,12959.0,1985401.0
산지,광어,2020-09-16,9999.0,12879.0,1998730.0
산지,광어,2020-09-17,12905.0,12879.0,1979241.0
산지,광어,2020-09-18,9997.0,12814.0,2108489.0
산지,광어,2020-09-19,12819.0,12814.0,2076429.0
산지,광어,2020-09-20,12819.0,12814.0,2030866.0
산지,광어,2020-09-21,13063.0,12830.0,2021100.0
산지,광어,2020-09-22,13287.0,12841.0,2021669.0
산지,광어,2020-09-23,10000.0,12784.0,2009879.0
산지,광어,2020-09-24,13470.0,12799.0,2066264.0
산지,광어,2020-09-25,10000.0,12744.0,2186848.0
산지,광어,2020-09-26,12870.0,12746.0,2188550.0
산지,광어,2020-09-27,13183.0,13183.0,1075184.0
산지,광어,2020-09-28,12906.0,13073.0,1619465.0
산지,광어,2020-09-29,16250.0,13746.0,1697322.0
산지,광어,2020-09-30,12881.0,13602.0,1945917.0
산지,광어,2020-10-01,9750.0,13488.0,1586758.0
산지,광어,2020-10-02,13203.0,13472.0,3004830.0
산지,광어,2020-10-03,12775.0,13435.0,2856395.0
산지,광어,2020-10-04,13083.0,13418.0,3266310.0
산지,광어,2020-10-05,13442.0,13419.0,3085118.0
산지,광어,2020-10-06,16678.0,13561.0,2986358.0
산지,광어,2020-10-07,13505.0,13559.0,2834402.0
산지,광어,2020-10-08,12093.0,13498.0,2742294.0
산지,광어,2020-10-09,13458.0,13497.0,2816350.0
산지,광어,2020-10-10,13196.0,13486.0,2718319.0
산지,광어,2020-10-11,13196.0,13486.0,2866535.0
산지,광어,2020-10-12,11808.0,13435.0,2798821.0
산지,광어,2020-10-13,10000.0,13348.0,2729858.0
산지,광어,2020-10-14,10000.0,13261.0,2645119.0
산지,광어,2020-10-15,9998.0,13180.0,2581105.0
산지,광어,2020-10-16,10655.0,13140.0,2679626.0
산지,광어,2020-10-17,13722.0,13155.0,2632545.0
산지,광어,2020-10-18,13722.0,13155.0,2551049.0
산지,광어,2020-10-19,14215.0,13181.0,2511750.0
산지,광어,2020-10-20,9999.0,13129.0,2469437.0
산지,광어,2020-10-21,9998.0,13076.0,2440360.0
산지,광어,2020-10-22,14342.0,13104.0,2397776.0
산지,광어,2020-10-23,9999.0,13060.0,2447375.0
산지,광어,2020-10-24,14032.0,13080.0,2422906.0
산지,광어,2020-10-25,14032.0,13080.0,2371127.0
산지,광어,2020-10-26,9999.0,13048.0,2354715.0
산지,광어,2020-10-27,14500.0,14500.0,1645227.0
산지,광어,2020-10-28,11368.0,13425.0,1628496.0
산지,광어,2020-10-29,11407.0,13177.0,1982547.0
산지,광어,2020-10-30,10000.0,12930.0,2451847.0
산지,광어,2020-10-31,14335.0,13106.0,2216390.0
산지,광어,2020-11-01,18000.0,13520.0,1861396.0
산지,광어,2020-11-02,9993.0,13388.0,1839332.0
산지,광어,2020-11-03,14277.0,13430.0,1815006.0
산지,광어,2020-11-04,9999.0,13329.0,1799642.0
산지,광어,2020-11-05,10505.0,13272.0,1743817.0
산지,광어,2020-11-06,9999.0,13188.0,2012125.0
산지,광어,2020-11-07,13953.0,13215.0,1982094.0
산지,광어,2020-11-08,15000.0,13277.0,2120457.0
산지,광어,2020-11-09,12022.0,13274.0,2071936.0
산지,광어,2020-11-10,10000.0,13208.0,2035534.0
산지,광어,2020-11-11,10000.0,13147.0,1998634.0
산지,광어,2020-11-12,10000.0,13102.0,1944055.0
산지,광어,2020-11-13,11409.0,13081.0,1964631.0
산지,광어,2020-11-14,14108.0,13107.0,1953938.0
산지,광어,2020-11-15,14108.0,13107.0,2060588.0
산지,광어,2020-11-16,14524.0,13067.0,2045167.0
산지,광어,2020-11-17,14114.0,13060.0,2019848.0
산지,광어,2020-11-18,14113.0,13017.0,1993815.0
산지,광어,2020-11-19,14649.0,12988.0,1970960.0
산지,광어,2020-11-20,14754.0,13024.0,2018051.0
산지,광어,2020-11-21,14310.0,13049.0,1992908.0
산지,광어,2020-11-22,14310.0,13049.0,2134140.0
산지,광어,2020-11-23,14493.0,13019.0,2118404.0
산지,광어,2020-11-24,13983.0,13042.0,2089517.0
산지,광어,2020-11-25,13943.0,13004.0,2070370.0
산지,광어,2020-11-26,14117.0,12058.0,1551465.0
산지,광어,2020-11-27,13928.0,12681.0,2612257.0
산지,광어,2020-11-28,13642.0,12922.0,2099843.0
산지,광어,2020-11-29,13642.0,12922.0,1802053.0
산지,광어,2020-11-30,10000.0,12651.0,8416950.0
산지,광어,2020-12-01,17419.0,12772.0,7036846.0
산지,광어,2020-12-02,13922.0,12690.0,6161068.0
산지,광어,2020-12-03,13817.0,12669.0,5617093.0
산지,광어,2020-12-04,13821.0,12606.0,5232392.0
산지,광어,2020-12-05,13964.0,12660.0,4863647.0
산지,광어,2020-12-06,14485.0,12731.0,4947977.0
산지,광어,2020-12-07,9999.0,12659.0,4641746.0
산지,광어,2020-12-08,10000.0,12601.0,4353677.0
산지,광어,2020-12-09,10467.0,12572.0,4112342.0
산지,광어,2020-12-10,9999.0,12529.0,3926842.0
산지,광어,2020-12-11,11845.0,12528.0,3793473.0
산지,광어,2020-12-12,13164.0,12545.0,3638178.0
산지,광어,2020-12-13,13164.0,12545.0,3474091.0
산지,광어,2020-12-14,13751.0,12577.0,3345204.0
산지,광어,2020-12-15,16392.0,12694.0,3230402.0
산지,광어,2020-12-16,10000.0,12656.0,3144473.0
산지,광어,2020-12-17,10000.0,12619.0,3056738.0
산지,광어,2020-12-18,13071.0,12629.0,3049351.0
산지,광어,2020-12-19,13495.0,12647.0,2977594.0
산지,광어,2020-12-20,13311.0,12662.0,3057405.0
산지,광어,2020-12-21,18236.0,12790.0,2976198.0
산지,광어,2020-12-22,13717.0,12808.0,2914746.0
산지,광어,2020-12-23,13352.0,12819.0,2866016.0
산지,광어,2020-12-24,10000.0,12778.0,2817009.0
산지,광어,2020-12-25,13267.0,12787.0,2855152.0
산지,광어,2020-12-26,12805.0,12805.0,714584.0
산지,광어,2020-12-27,13515.0,13160.0,772358.0
산지,광어,2020-12-28,12996.0,12329.0,779886.0
산지,광어,2020-12-29,12909.0,13382.0,789802.0
산지,광어,2020-12-30,13593.0,12986.0,801086.0
산지,광어,2020-12-31,12416.0,12492.0,805487.0
산지,광어,2021-01-01,12849.0,12686.0,80393.0
산지,광어,2021-01-02,12622.0,12683.0,476174.0
산지,광어,2021-01-03,14514.0,12763.0,533833.0
산지,광어,2021-01-04,9999.0,12658.0,505139.0
산지,광어,2021-01-05,15193.0,12791.0,503008.0
산지,광어,2021-01-06,13465.0,12815.0,564849.0
산지,광어,2021-01-07,13206.0,12828.0,576792.0
산지,광어,2021-01-08,11943.0,12816.0,570469.0
산지,광어,2021-01-09,13548.0,12839.0,576251.0
산지,광어,2021-01-10,12931.0,12841.0,888094.0
산지,광어,2021-01-11,10000.0,12756.0,852465.0
산지,광어,2021-01-12,13045.0,12649.0,822730.0
산지,광어,2021-01-13,13188.0,12595.0,802999.0
산지,광어,2021-01-14,12957.0,12556.0,782286.0
산지,광어,2021-01-15,12832.0,12503.0,764238.0
산지,광어,2021-01-16,12907.0,12512.0,755957.0
산지,광어,2021-01-17,14500.0,12557.0,757359.0
산지,광어,2021-01-18,13066.0,12533.0,760991.0
산지,광어,2021-01-19,13541.0,12502.0,743661.0
산지,광어,2021-01-20,13056.0,12464.0,744523.0
산지,광어,2021-01-21,12696.0,12468.0,743551.0
산지,광어,2021-01-22,13117.0,12435.0,740351.0
산지,광어,2021-01-23,12632.0,12438.0,708626.0
산지,광어,2021-01-24,16750.0,12515.0,679536.0
산지,광어,2021-01-25,12356.0,11180.0,735854.0
산지,광어,2021-01-26,12657.0,11814.0,701657.0
산지,광어,2021-01-27,12754.0,11668.0,832897.0
산지,광어,2021-01-28,13405.0,11916.0,923389.0
산지,광어,2021-01-29,12991.0,11885.0,855571.0
산지,광어,2021-01-30,12570.0,11954.0,806381.0
산지,광어,2021-01-31,12570.0,11954.0,1206612.0
산지,광어,2021-02-01,10832.0,12427.0,1065997.0
산지,광어,2021-02-02,9999.0,12326.0,1056712.0
산지,광어,2021-02-03,12876.0,12348.0,1038649.0
산지,광어,2021-02-04,13063.0,12375.0,1021877.0
산지,광어,2021-02-05,10000.0,12309.0,1012794.0
산지,광어,2021-02-06,13015.0,12333.0,1002589.0
산지,광어,2021-02-07,12245.0,12330.0,1047139.0
산지,광어,2021-02-08,12225.0,12343.0,977963.0
산지,광어,2021-02-09,12974.0,12362.0,962977.0
산지,광어,2021-02-10,10208.0,12307.0,956327.0
산지,광어,2021-02-11,13262.0,12334.0,937021.0
산지,광어,2021-02-12,13262.0,12334.0,919555.0
산지,광어,2021-02-13,13774.0,12373.0,913150.0
산지,광어,2021-02-14,13105.0,12392.0,870142.0
산지,광어,2021-02-15,10000.0,12348.0,854459.0
산지,광어,2021-02-16,13145.0,12311.0,845273.0
산지,광어,2021-02-17,13868.0,12294.0,841148.0
산지,광어,2021-02-18,13352.0,12267.0,834411.0
산지,광어,2021-02-19,10566.0,12251.0,826461.0
산지,광어,2021-02-20,13327.0,12273.0,819171.0
산지,광어,2021-02-21,13669.0,12301.0,947331.0
산지,광어,2021-02-22,9998.0,12275.0,931792.0
산지,광어,2021-02-23,9999.0,12244.0,928629.0
산지,광어,2021-02-24,11743.0,12668.0,613247.0
산지,광어,2021-02-25,13041.0,12792.0,617487.0
산지,광어,2021-02-26,10142.0,12269.0,586230.0
산지,광어,2021-02-27,12649.0,12333.0,586421.0
산지,광어,2021-02-28,13623.0,12517.0,1128153.0
산지,광어,2021-03-01,21710.0,13779.0,1088249.0
산지,광어,2021-03-02,11218.0,13604.0,1019623.0
산지,광어,2021-03-03,10628.0,13454.0,991347.0
산지,광어,2021-03-04,10000.0,13329.0,986429.0
산지,광어,2021-03-05,10000.0,13233.0,977454.0
산지,광어,2021-03-06,14238.0,13270.0,1379375.0
산지,광어,2021-03-07,14238.0,13270.0,1329233.0
산지,광어,2021-03-08,9999.0,13208.0,1278323.0
산지,광어,2021-03-09,14235.0,13183.0,1220049.0
산지,광어,2021-03-10,13827.0,13106.0,1179130.0
산지,광어,2021-03-11,15586.0,13088.0,1163728.0
산지,광어,2021-03-12,15553.0,13112.0,1140670.0
산지,광어,2021-03-13,14845.0,13157.0,1327168.0
산지,광어,2021-03-14,15000.0,13204.0,1295383.0
산지,광어,2021-03-15,14810.0,13245.0,1259971.0
산지,광어,2021-03-16,10780.0,13221.0,1226821.0
산지,광어,2021-03-17,11956.0,13230.0,1208744.0
