date,code,name,amount,cost,top_cost,low_cost,middle_cost
2023-09-30,104,갈치,2858.2,38645000,62500,600,4850
2023-10-01,104,갈치,2858.2,38645000,62500,600,4850
2023-10-02,104,갈치,871.5,6233000,16000,4500,10607
2023-10-03,104,갈치,5125.4,43531600,56000,1000,4250
2023-10-04,104,갈치,1309.2,16917000,58333,200,6500
2023-10-05,104,갈치,2023,24252000,62500,800,10125
2023-10-06,104,갈치,3307.5,35983500,56666,500,8700
2023-10-07,104,갈치,3277.1,29919010,67500,600,12857
2023-10-08,104,갈치,3277.1,29919010,67500,600,12857
2023-10-09,104,갈치,3467.3,48863000,56000,500,4500
2023-10-10,104,갈치,6123,50115700,42708,500,5800
2023-10-11,104,갈치,5718.8,62124000,38000,500,5000
2023-10-12,104,갈치,4502.9,38998000,34000,500,5500
2023-10-13,104,갈치,6604.2,36541400,35000,400,3500
2023-10-14,104,갈치,6293.1,43083700,36666,500,4500
2023-10-15,104,갈치,6293.1,43083700,36666,500,4500
2023-10-16,104,갈치,6370.6,45910000,34000,700,4350
2023-10-17,104,갈치,6077.1,54953000,28000,500,3775
2023-10-18,104,갈치,2177.1,25294500,31250,800,5200
2023-10-19,104,갈치,2604.5,32071800,33000,500,3750
2023-10-20,104,갈치,1799.6,23918000,36000,400,2500
2023-10-21,104,갈치,2120.9,26511500,41666,500,4500
2023-10-22,104,갈치,2120.9,26511500,41666,500,4500
2023-10-23,104,갈치,2851.5,19419500,23000,500,6000
2023-10-24,104,갈치,3559.5,47916000,30000,500,2500
2023-10-25,104,갈치,1946.6,32454000,33000,500,3150
2023-10-26,104,갈치,2370.6,36527100,35400,2700,7000
2023-10-27,104,갈치,3523.1,50249500,40000,500,10000
2023-10-28,104,갈치,6869.2,56147000,300000,300,2250
2023-10-29,104,갈치,6869.2,56147000,300000,300,2250
2023-10-30,104,갈치,2834.3,37539000,35000,800,4250
2023-10-31,104,갈치,3336.1,46701000,30000,400,9500
2023-11-01,104,갈치,2971.8,45088000,35000,300,5000
2023-11-02,104,갈치,2197,36188000,31000,1600,5500
2023-11-03,104,갈치,3522.4,42526600,34000,400,8000
2023-11-04,104,갈치,2256,41714000,31000,400,9000
2023-11-05,104,갈치,2256,41714000,31000,400,9000
2023-11-06,104,갈치,4509.4,63846000,30000,800,11666
2023-11-07,104,갈치,2058.1,22264000,31666,200,12000
2023-11-08,104,갈치,2692.2,30339000,31000,50,1350
2023-11-09,104,갈치,2222.3,34069500,31000,300,2750
2023-11-10,104,갈치,1278,22891000,38461,3000,13000
2023-11-11,104,갈치,3606.7,51693500,32000,400,12250
2023-11-12,104,갈치,3606.7,51693500,32000,400,12250
2023-11-13,104,갈치,1568.8,30710000,34400,1785,23000
2023-11-14,104,갈치,2159.9,43343000,31000,3000,13500
2023-11-15,104,갈치,2101.1,31703000,31666,1500,6500
2023-11-16,104,갈치,2196.2,41204500,32291,3700,11000
2023-11-17,104,갈치,2100.6,35933800,60000,2300,20000
2023-11-18,104,갈치,1325.1,23601000,60000,5500,39000
2023-11-19,104,갈치,1325.1,23601000,60000,5500,39000
2023-11-20,104,갈치,1169.6,14562000,35000,4200,12222
2023-11-21,104,갈치,1695,31456000,35000,5000,20000
2023-11-22,104,갈치,2987.2,52289000,34000,3000,11700
2023-11-23,104,갈치,1976.5,36610000,31428,3000,20000
2023-11-24,104,갈치,3223.4,47179000,42592,600,12500
2023-11-25,104,갈치,1467,22320000,37500,3461,14050
2023-11-26,104,갈치,1467,22320000,37500,3461,14050
2023-11-27,104,갈치,2182.6,28367800,32000,733,12000
2023-11-28,104,갈치,2837.2,42211000,32291,500,12200
2023-11-29,104,갈치,918.4,16197000,33000,4500,21000
2023-11-30,104,갈치,1370,22410000,33000,2000,19000
2023-12-01,104,갈치,787.8,16259000,37000,4000,19750
2023-12-02,104,갈치,787.8,16259000,37000,4000,19750
2023-12-03,104,갈치,787.8,16259000,37000,4000,19750
2023-12-04,104,갈치,1682.1,30780000,34000,1500,19950
2023-12-05,104,갈치,4244.9,57771000,31250,1250,11000
2023-12-06,104,갈치,2223.2,38876000,33333,4300,21400
2023-12-07,104,갈치,2293.6,41291000,31000,4200,25500
2023-12-08,104,갈치,2055.1,30177000,31000,3500,14100
2023-12-09,104,갈치,1973.1,28405000,34000,1300,9527.5
2023-12-10,104,갈치,1973.1,28405000,34000,1300,9527.5
2023-12-11,104,갈치,2289.8,28121000,31200,600,13600
2023-12-12,104,갈치,2495.7,37226000,32600,600,12250
2023-12-13,104,갈치,1880.4,22260000,32000,2400,12500
2023-12-14,104,갈치,971.9,13520000,40000,2500,15800
2023-12-15,104,갈치,635.7,10811000,37500,5000,19000
2023-12-16,104,갈치,1733.4,43686500,70000,3428,22500
2023-12-17,104,갈치,1733.4,43686500,70000,3428,22500
2023-12-18,104,갈치,1472.1,35700000,33600,3500,29500
2023-12-19,104,갈치,968.4,17548000,34000,3700,19000
2023-12-20,104,갈치,1301.3,19270000,42708,1200,7000
2023-12-21,104,갈치,1457.6,41090000,42000,4500,22000
2023-12-22,104,갈치,861.6,21104000,44000,3800,20250
2023-12-23,104,갈치,1478.2,40673200,39000,800,17650
2023-12-24,104,갈치,1478.2,40673200,39000,800,17650
2023-12-25,104,갈치,2604.6,67658000,33000,2000,18500
2023-12-26,104,갈치,1822,44557000,35000,3800,26600
2023-12-27,104,갈치,2263.9,51372000,33000,4400,17000
2023-12-28,104,갈치,1618.2,36480000,34000,2200,25000
2023-12-29,104,갈치,2987.9,59656000,70000,1000,13450
2023-12-30,104,갈치,2565.3,47948000,35000,400,2166.5
2023-12-31,104,갈치,2565.3,47948000,35000,400,2166.5
2024-01-01,104,갈치,2565.3,47948000,35000,400,2166.5
2024-01-02,104,갈치,3351.4,68413000,42000,4500,27500
2024-01-03,104,갈치,1663.6,32804000,28400,3333,19000
2024-01-04,104,갈치,1624.2,28995000,30000,2833,20000
2024-01-05,104,갈치,1002.2,21372000,31000,4200,22000
2024-01-06,104,갈치,2092.7,41636000,32400,3000,18500
2024-01-07,104,갈치,2092.7,41636000,32400,3000,18500
2024-01-08,104,갈치,2067.6,41942000,32000,2142,24000
2024-01-09,104,갈치,1309.7,23091500,32000,3000,17202
2024-01-10,104,갈치,1703.9,32075000,32000,1444,21400
2024-01-11,104,갈치,826.6,17126000,32000,1857,22400
2024-01-12,104,갈치,1123.1,24364000,33000,4833,17037
2024-01-13,104,갈치,1056.7,14718000,35400,4500,9750
2024-01-14,104,갈치,1056.7,14718000,35400,4500,9750
2024-01-15,104,갈치,1913.7,47261000,31000,4500,20000
2024-01-16,104,갈치,1166.6,25104000,33333,4200,17700
2024-01-17,104,갈치,1433.6,37508000,31000,2142,28400
2024-01-18,104,갈치,1199.3,25782000,32222,700,14850
2024-01-19,104,갈치,1416.6,33891000,33600,800,15400
2024-01-20,104,갈치,1528.8,40372000,38750,1400,17333
2024-01-21,104,갈치,1528.8,40372000,38750,1400,17333
2024-01-22,104,갈치,2173.5,57317000,34600,200,15850
2024-01-23,104,갈치,649.1,17814000,36000,4500,26538
2024-01-24,104,갈치,649.1,17814000,36000,4500,26538
2024-01-25,104,갈치,340,9074000,48000,13333,27500
2024-01-26,104,갈치,340,9074000,48000,13333,27500
2024-01-27,104,갈치,377,18007000,54000,34285,50000
2024-01-28,104,갈치,377,18007000,54000,34285,50000
2024-01-29,104,갈치,2321,66876000,36875,3700,31400
2024-01-30,104,갈치,2692.8,69104000,33200,5000,27000
2024-01-31,104,갈치,1554.9,42942000,36666,1875,31818
2024-02-01,104,갈치,3149.5,77154000,33000,1277,26000
2024-02-02,104,갈치,1836,43525000,37000,2000,27000
2024-02-03,104,갈치,2212.2,60391000,38000,3000,29454
2024-02-04,104,갈치,2212.2,60391000,38000,3000,29454
2024-02-05,104,갈치,3169.5,85007000,35000,2500,17083
2024-02-06,104,갈치,2174.6,62274000,34444,6600,29334
2024-02-07,104,갈치,2389,64693000,38000,600,30000
2024-02-08,104,갈치,404.1,14065000,44897,4000,39000
2024-02-09,104,갈치,1670.4,50173000,36400,2500,33000
2024-02-10,104,갈치,1670.4,50173000,36400,2500,33000
2024-02-11,104,갈치,1670.4,50173000,36400,2500,33000
2024-02-12,104,갈치,1670.4,50173000,36400,2500,33000
2024-02-13,104,갈치,1670.4,50173000,36400,2500,33000
2024-02-14,104,갈치,2031.2,49792000,33000,1200,27829
2024-02-15,104,갈치,217,6253000,32200,19142,29100
2024-02-16,104,갈치,1108.3,25378000,34000,2000,20000
2024-02-17,104,갈치,497.7,13558000,38000,7000,30000
2024-02-18,104,갈치,497.7,13558000,38000,7000,30000
2024-02-19,104,갈치,1906.5,46690000,33000,3000,27200
2024-02-20,104,갈치,72.1,1804000,28409,19428,25510
2024-02-21,104,갈치,873.3,22381000,31200,2428,27000
2024-02-22,104,갈치,472.5,12545000,37200,4200,32000
2024-02-23,104,갈치,1002.6,21366000,36000,2000,27136
2024-02-24,104,갈치,4.5,85000,18888,18888,18888
2024-02-25,104,갈치,4.5,85000,18888,18888,18888
2024-02-26,104,갈치,307.8,10067000,39000,16500,33000
2024-02-27,104,갈치,519.4,16455000,40000,6000,35000
2024-02-28,104,갈치,675,18248000,42000,1600,34094
2024-02-29,104,갈치,1457.2,37103000,39600,1000,33333
2024-03-01,104,갈치,1834.5,57868000,37000,3142,33200
2024-03-02,104,갈치,1890.7,46976000,34000,3200,11333
2024-03-03,104,갈치,1890.7,46976000,34000,3200,11333
2024-03-04,104,갈치,348,9169000,36000,7000,25000
2024-03-05,104,갈치,264.1,7641000,37200,6000,33500
2024-03-06,104,갈치,1523.9,23570000,40000,8250,19634.5
2024-03-07,104,갈치,310,8369000,38400,3000,32650
2024-03-08,104,갈치,87.1,2295000,40000,3000,24285
2024-03-09,104,갈치,173.6,4262000,50000,3658,23777
2024-03-10,104,갈치,173.6,4262000,50000,3658,23777
2024-03-11,104,갈치,185.6,7344000,44791,5000,42181.5
2024-03-12,104,갈치,900,32799000,39000,3333,37200
2024-03-13,104,갈치,1052.9,27505000,40000,5600,25000
2024-03-14,104,갈치,1320,32404000,38000,4400,24166.5
2024-03-15,104,갈치,1586.2,42826000,37000,3200,30000
2024-03-16,104,갈치,704.7,23276000,37000,4285,36000
2024-03-17,104,갈치,704.7,23276000,37000,4285,36000
2024-03-18,104,갈치,1402.6,42444000,34375,2428,32000
2024-03-19,104,갈치,1058.6,30476000,34400,5200,32400
2024-03-20,104,갈치,684.9,17796000,35400,2857,32608
2024-03-21,104,갈치,318.8,7254000,38000,1444,32636
2024-03-22,104,갈치,389,11893000,39000,26666,31366.5
2024-03-23,104,갈치,278.9,6310000,45833,3000,29729
2024-03-24,104,갈치,278.9,6310000,45833,3000,29729
2024-03-25,104,갈치,450,7005000,15666,15333,15666
2024-03-26,104,갈치,190,5360000,43400,4200,32085.5
2024-03-27,104,갈치,196.7,3251000,37000,1666,30488.5
2024-03-28,104,갈치,196.7,3251000,37000,1666,30488.5
2024-03-29,104,갈치,196.7,3251000,37000,1666,30488.5
2024-03-30,104,갈치,31.7,1554000,60000,31111,52000
2024-03-31,104,갈치,31.7,1554000,60000,31111,52000
